folder_name,candidate_id,function_name,status,gate_status,fail,very_suspicious,suspicious,mildly_suspicious,unusual,normalish,normal,total_results,score_file,stream_file,report_file
candidate_0011885,11886,TwistCandidate_11886,REPORT,TOO_MANY_FAIL,3,1,0,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0011885/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0011885/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0011885/practrand_b_034BLK.txt
candidate_0012004,12005,TwistCandidate_12005,REPORT,TOO_MANY_FAIL,1,2,0,0,2,0,41,46,secret_34_outputs_retry/workspace/candidate_0012004/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0012004/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0012004/practrand_b_034BLK.txt
candidate_0012288,12289,TwistCandidate_12289,REPORT,TOO_MANY_FAIL,4,0,2,0,1,0,39,46,secret_34_outputs_retry/workspace/candidate_0012288/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0012288/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0012288/practrand_b_034BLK.txt
candidate_0012556,12557,TwistCandidate_12557,REPORT,TOO_MANY_FAIL,5,2,1,1,1,0,36,46,secret_34_outputs_retry/workspace/candidate_0012556/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0012556/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0012556/practrand_b_034BLK.txt
candidate_0012562,12563,TwistCandidate_12563,REPORT,TOO_MANY_FAIL,5,5,1,2,0,0,33,46,secret_34_outputs_retry/workspace/candidate_0012562/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0012562/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0012562/practrand_b_034BLK.txt
candidate_0013132,13133,TwistCandidate_13133,REPORT,TOO_MANY_FAIL,4,0,0,1,0,0,41,46,secret_34_outputs_retry/workspace/candidate_0013132/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0013132/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0013132/practrand_b_034BLK.txt
candidate_0013325,13326,TwistCandidate_13326,REPORT,TOO_MANY_FAIL,4,1,0,1,1,0,39,46,secret_34_outputs_retry/workspace/candidate_0013325/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0013325/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0013325/practrand_b_034BLK.txt
candidate_0013435,13436,TwistCandidate_13436,REPORT,TOO_MANY_FAIL,4,0,2,0,0,0,40,46,secret_34_outputs_retry/workspace/candidate_0013435/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0013435/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0013435/practrand_b_034BLK.txt
candidate_0014052,14053,TwistCandidate_14053,REPORT,TOO_MANY_FAIL,4,9,1,0,1,0,31,46,secret_34_outputs_retry/workspace/candidate_0014052/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0014052/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0014052/practrand_b_034BLK.txt
candidate_0014264,14265,TwistCandidate_14265,REPORT,TOO_MANY_SUSPICIOUS,0,0,1,0,2,0,43,46,secret_34_outputs_retry/workspace/candidate_0014264/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0014264/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0014264/practrand_b_034BLK.txt
candidate_0014369,14370,TwistCandidate_14370,REPORT,TOO_MANY_FAIL,4,1,3,0,3,0,35,46,secret_34_outputs_retry/workspace/candidate_0014369/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0014369/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0014369/practrand_b_034BLK.txt
candidate_0014380,14381,TwistCandidate_14381,REPORT,TOO_MANY_FAIL,4,0,1,2,1,0,38,46,secret_34_outputs_retry/workspace/candidate_0014380/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0014380/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0014380/practrand_b_034BLK.txt
candidate_0014723,14724,TwistCandidate_14724,REPORT,TOO_MANY_FAIL,4,1,1,4,0,0,36,46,secret_34_outputs_retry/workspace/candidate_0014723/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0014723/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0014723/practrand_b_034BLK.txt
candidate_0014804,14805,TwistCandidate_14805,REPORT,TOO_MANY_FAIL,4,0,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0014804/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0014804/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0014804/practrand_b_034BLK.txt
candidate_0014821,14822,TwistCandidate_14822,REPORT,TOO_MANY_FAIL,3,3,0,0,3,0,37,46,secret_34_outputs_retry/workspace/candidate_0014821/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0014821/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0014821/practrand_b_034BLK.txt
candidate_0015035,15036,TwistCandidate_15036,REPORT,TOO_MANY_FAIL,4,1,1,0,4,0,36,46,secret_34_outputs_retry/workspace/candidate_0015035/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0015035/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0015035/practrand_b_034BLK.txt
candidate_0015232,15233,TwistCandidate_15233,REPORT,TOO_MANY_FAIL,1,3,0,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0015232/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0015232/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0015232/practrand_b_034BLK.txt
candidate_0015300,15301,TwistCandidate_15301,REPORT,TOO_MANY_FAIL,4,1,0,0,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0015300/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0015300/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0015300/practrand_b_034BLK.txt
candidate_0015373,15374,TwistCandidate_15374,REPORT,TOO_MANY_FAIL,3,1,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0015373/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0015373/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0015373/practrand_b_034BLK.txt
candidate_0015376,15377,TwistCandidate_15377,REPORT,PASS,0,1,0,1,1,0,43,46,secret_34_outputs_retry/workspace/candidate_0015376/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0015376/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0015376/practrand_b_034BLK.txt
candidate_0015681,15682,TwistCandidate_15682,REPORT,PASS,0,4,0,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0015681/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0015681/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0015681/practrand_b_034BLK.txt
candidate_0017248,17249,TwistCandidate_17249,REPORT,TOO_MANY_FAIL,4,1,1,1,2,0,37,46,secret_34_outputs_retry/workspace/candidate_0017248/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0017248/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0017248/practrand_b_034BLK.txt
candidate_0018484,18485,TwistCandidate_18485,REPORT,TOO_MANY_FAIL,3,2,0,1,3,0,37,46,secret_34_outputs_retry/workspace/candidate_0018484/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0018484/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0018484/practrand_b_034BLK.txt
candidate_0018512,18513,TwistCandidate_18513,REPORT,TOO_MANY_FAIL,4,0,0,1,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0018512/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0018512/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0018512/practrand_b_034BLK.txt
candidate_0018891,18892,TwistCandidate_18892,REPORT,TOO_MANY_FAIL,1,3,0,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0018891/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0018891/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0018891/practrand_b_034BLK.txt
candidate_0018992,18993,TwistCandidate_18993,REPORT,TOO_MANY_FAIL,4,2,3,0,3,0,34,46,secret_34_outputs_retry/workspace/candidate_0018992/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0018992/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0018992/practrand_b_034BLK.txt
candidate_0019155,19156,TwistCandidate_19156,REPORT,TOO_MANY_FAIL,4,0,1,0,2,0,39,46,secret_34_outputs_retry/workspace/candidate_0019155/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0019155/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0019155/practrand_b_034BLK.txt
candidate_0019331,19332,TwistCandidate_19332,REPORT,TOO_MANY_FAIL,3,1,0,1,2,0,39,46,secret_34_outputs_retry/workspace/candidate_0019331/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0019331/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0019331/practrand_b_034BLK.txt
candidate_0019469,19470,TwistCandidate_19470,REPORT,TOO_MANY_FAIL,4,0,0,0,2,0,40,46,secret_34_outputs_retry/workspace/candidate_0019469/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0019469/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0019469/practrand_b_034BLK.txt
candidate_0020456,20457,TwistCandidate_20457,REPORT,TOO_MANY_FAIL,4,0,0,1,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0020456/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0020456/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0020456/practrand_b_034BLK.txt
candidate_0020500,20501,TwistCandidate_20501,REPORT,TOO_MANY_FAIL,4,0,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0020500/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0020500/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0020500/practrand_b_034BLK.txt
candidate_0020829,20830,TwistCandidate_20830,REPORT,TOO_MANY_FAIL,4,5,2,2,2,0,31,46,secret_34_outputs_retry/workspace/candidate_0020829/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0020829/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0020829/practrand_b_034BLK.txt
candidate_0021062,21063,TwistCandidate_21063,REPORT,TOO_MANY_FAIL,4,1,0,0,0,0,41,46,secret_34_outputs_retry/workspace/candidate_0021062/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0021062/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0021062/practrand_b_034BLK.txt
candidate_0021092,21093,TwistCandidate_21093,REPORT,TOO_MANY_FAIL,2,1,0,0,1,0,42,46,secret_34_outputs_retry/workspace/candidate_0021092/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0021092/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0021092/practrand_b_034BLK.txt
candidate_0021755,21756,TwistCandidate_21756,REPORT,TOO_MANY_FAIL,4,0,0,1,0,0,41,46,secret_34_outputs_retry/workspace/candidate_0021755/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0021755/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0021755/practrand_b_034BLK.txt
candidate_0021787,21788,TwistCandidate_21788,REPORT,TOO_MANY_FAIL,2,2,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0021787/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0021787/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0021787/practrand_b_034BLK.txt
candidate_0022141,22142,TwistCandidate_22142,REPORT,TOO_MANY_SUSPICIOUS,0,2,1,1,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0022141/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0022141/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0022141/practrand_b_034BLK.txt
candidate_0022159,22160,TwistCandidate_22160,REPORT,PASS,0,0,0,2,1,0,43,46,secret_34_outputs_retry/workspace/candidate_0022159/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0022159/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0022159/practrand_b_034BLK.txt
candidate_0022232,22233,TwistCandidate_22233,REPORT,TOO_MANY_FAIL,3,1,0,0,2,0,40,46,secret_34_outputs_retry/workspace/candidate_0022232/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0022232/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0022232/practrand_b_034BLK.txt
candidate_0022308,22309,TwistCandidate_22309,REPORT,TOO_MANY_FAIL,4,0,0,1,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0022308/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0022308/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0022308/practrand_b_034BLK.txt
candidate_0022361,22362,TwistCandidate_22362,REPORT,TOO_MANY_FAIL,4,0,0,1,1,0,40,46,secret_34_outputs_retry/workspace/candidate_0022361/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0022361/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0022361/practrand_b_034BLK.txt
candidate_0022625,22626,TwistCandidate_22626,REPORT,TOO_MANY_FAIL,4,1,2,0,2,0,37,46,secret_34_outputs_retry/workspace/candidate_0022625/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0022625/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0022625/practrand_b_034BLK.txt
candidate_0022754,22755,TwistCandidate_22755,REPORT,TOO_MANY_FAIL,4,0,0,1,0,0,41,46,secret_34_outputs_retry/workspace/candidate_0022754/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0022754/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0022754/practrand_b_034BLK.txt
candidate_0022808,22809,TwistCandidate_22809,REPORT,TOO_MANY_FAIL,2,2,0,0,0,0,42,46,secret_34_outputs_retry/workspace/candidate_0022808/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0022808/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0022808/practrand_b_034BLK.txt
candidate_0023332,23333,TwistCandidate_23333,REPORT,TOO_MANY_FAIL,3,1,0,0,1,0,41,46,secret_34_outputs_retry/workspace/candidate_0023332/scores_practrand_b_034BLK.txt,secret_34_outputs_retry/workspace/candidate_0023332/b_byte_stream_034BLK.bin,secret_34_outputs_retry/workspace/candidate_0023332/practrand_b_034BLK.txt
